店舗,機種名,総導入台数,稼働日数,平均差枚数,勝率,集計数
ZENT稲沢,パチスロ花の慶次〜佐渡攻めの章〜,1,50,-67.2,0.28,50
プレイランド第一平和,パチスロ花の慶次〜佐渡攻めの章〜,1,119,-70.77310924369748,0.1008403361344537,119
プレイランドキャッスル天白,パチスロ花の慶次〜佐渡攻めの章〜,1,63,-77.60317460317461,0.238095238095238,63
メガコンコルド大垣インター南,パチスロ花の慶次〜佐渡攻めの章〜,4,110,-160.45323741007195,0.0719424460431654,139
ZENT木曽川,パチスロ花の慶次〜佐渡攻めの章〜,1,202,-169.2128712871287,0.2227722772277227,202
コンコルド一宮尾西インター,パチスロ花の慶次〜佐渡攻めの章〜,13,307,-173.37760416666666,0.1692708333333333,384
ラッキープラザ名古屋西インター七宝,パチスロ花の慶次〜佐渡攻めの章〜,2,376,-181.98019801980195,0.1534653465346534,404
キング観光サウザンド桑名サンシパーク,パチスロ花の慶次〜佐渡攻めの章〜,3,139,-189.3084577114428,0.1293532338308457,201
グランドオータ鳴海,パチスロ花の慶次〜佐渡攻めの章〜,1,91,-220.07692307692307,0.1758241758241758,91
G&L一宮,パチスロ花の慶次〜佐渡攻めの章〜,2,15,-231.8,0.0,15
メガコンコルドみなと木場インター,パチスロ花の慶次〜佐渡攻めの章〜,9,140,-258.9828326180257,0.1287553648068669,233
サンシャインKYORAKU平針,パチスロ花の慶次〜佐渡攻めの章〜,5,263,-272.9449541284404,0.1865443425076452,327
メガコンコルド春日井,パチスロ花の慶次〜佐渡攻めの章〜,2,69,-278.7378640776699,0.174757281553398,103
メガコンコルド刈谷知立,パチスロ花の慶次〜佐渡攻めの章〜,5,157,-306.45859872611464,0.2611464968152866,157
メガコンコルド豊田インター,パチスロ花の慶次〜佐渡攻めの章〜,4,166,-311.15060240963857,0.1626506024096385,332
KEIZ中川運河,パチスロ花の慶次〜佐渡攻めの章〜,2,63,-333.8015873015873,0.1666666666666666,126
プレイランドキャッスル知多東海,パチスロ花の慶次〜佐渡攻めの章〜,3,74,-353.4040404040404,0.1818181818181818,99
ZENT豊田本店,パチスロ花の慶次〜佐渡攻めの章〜,1,183,-359.9781420765027,0.2404371584699453,183
メガコンコルド稲沢,パチスロ花の慶次〜佐渡攻めの章〜,1,250,-425.6,0.228,250
リブレ遊援館,パチスロ花の慶次〜佐渡攻めの章〜,1,62,-425.64516129032256,0.2096774193548387,62
キング観光サウザンド今池2号,パチスロ花の慶次〜佐渡攻めの章〜,1,39,-440.97435897435895,0.0512820512820512,39
メガコンコルド大口41号通り,パチスロ花の慶次〜佐渡攻めの章〜,1,92,-442.80434782608694,0.2934782608695652,92
キング観光新瑞,パチスロ花の慶次〜佐渡攻めの章〜,1,15,-814.5333333333333,0.1333333333333333,15
ラッキープラザ津島,パチスロ鉄拳5,1,234,35.17094017094017,0.2307692307692307,234
メガコンコルド西尾,パチスロ鉄拳5,1,49,-5.612244897959184,0.1632653061224489,49
ZENT刈谷,パチスロ鉄拳5,1,104,-21.384615384615383,0.3653846153846153,104
タイキ豊橋藤沢,パチスロ鉄拳5,2,144,-71.16666666666667,0.1944444444444444,144
メガスロットコンコルド吉浜,パチスロ鉄拳5,4,60,-76.36666666666666,0.2,60
ZENT木曽川,パチスロ鉄拳5,3,92,-103.3804347826087,0.3695652173913043,92
オータ岡崎,パチスロ鉄拳5,1,43,-177.6046511627907,0.1395348837209302,43
プレイランドキャッスル記念橋南,パチスロ鉄拳5,3,141,-187.46808510638297,0.2198581560283688,141
プレイランドキャッスル尾頭橋,パチスロ鉄拳5,1,14,-199.21428571428572,0.2142857142857142,14
メガコンコルド豊田インター,パチスロ鉄拳5,1,76,-293.9342105263158,0.2236842105263158,76
タイキ豊橋藤沢,パチスロ閃乱カグラ BURST UP,1,65,115.72307692307692,0.2615384615384615,65
プレイランドキャッスル尾頭橋,パチスロ閃乱カグラ BURST UP,1,23,42.0,0.4347826086956521,23
ラッキープラザ弥富,パチスロ閃乱カグラ BURST UP,1,352,-42.05397727272727,0.1704545454545454,352
パチンコ立岩,パチスロ閃乱カグラ BURST UP,1,344,-54.70348837209303,0.25,344
メガコンコルド豊田インター,パチスロ閃乱カグラ BURST UP,1,64,-118.4375,0.390625,64
プレイランドキャッスル春日井,パチスロ閃乱カグラ BURST UP,2,15,-156.76666666666668,0.2333333333333333,30
グランドオータ鳴海,パチスロ閃乱カグラ BURST UP,1,91,-210.12087912087912,0.3076923076923077,91
プレイランドキャッスル知多東海,パチスロ閃乱カグラ BURST UP,2,39,-505.6666666666667,0.282051282051282,39
メガコンコルド刈谷知立,パチスロ頭文字D,1,5,305.0,0.4,5
メガコンコルド西尾,パチスロ頭文字D,2,29,149.79310344827587,0.3448275862068966,29
キクヤ長良,パチスロ頭文字D,1,65,77.64615384615385,0.3538461538461538,65
メガガイア一宮,パチスロ頭文字D,4,75,68.48,0.3466666666666667,75
キング観光尾鷲,パチスロ頭文字D,2,175,29.46857142857143,0.3085714285714285,175
プレイランドキャッスル尾頭橋,パチスロ頭文字D,1,22,27.0,0.3181818181818182,22
メガスロットコンコルド吉浜,パチスロ頭文字D,6,97,26.473214285714285,0.25,112
プレイランドキャッスル上社,パチスロ頭文字D,1,118,23.26271186440678,0.3644067796610169,118
キング観光サウザンド栄東新町,パチスロ頭文字D,1,52,4.0576923076923075,0.3269230769230769,52
プレイランド第一平和,パチスロ頭文字D,2,457,2.3719912472647704,0.2516411378555798,457
ラッキープラザ可児,パチスロ頭文字D,2,402,-3.763681592039801,0.1890547263681592,804
キング観光鈴鹿インター,パチスロ頭文字D,4,104,-9.594444444444443,0.2166666666666666,180
ラッキー1番江南,パチスロ頭文字D,1,177,-12.898305084745765,0.3050847457627119,177
プレイランドキャッスル記念橋南,パチスロ頭文字D,4,196,-21.9234693877551,0.2448979591836734,196
プレイランドキャッスル東郷,パチスロ頭文字D,2,124,-22.725806451612904,0.2661290322580645,124
キング666東海,パチスロ頭文字D,4,281,-23.24555160142349,0.3345195729537366,281
キング観光サウザンド桑名サンシパーク,パチスロ頭文字D,1,62,-25.419354838709676,0.3387096774193548,62
ラッキープラザ弥富,パチスロ頭文字D,2,78,-34.28846153846154,0.2243589743589743,156
オータ岡崎,パチスロ頭文字D,2,149,-38.82266009852217,0.3103448275862069,203
M&K岡崎,パチスロ頭文字D,2,149,-44.31879194630873,0.2885906040268456,298
コスモジャパン三谷,パチスロ頭文字D,5,293,-47.303754266211605,0.2389078498293515,293
タイキ豊橋藤沢,パチスロ頭文字D,2,149,-50.97315436241611,0.1610738255033557,149
プレイランドキャッスル熱田,パチスロ頭文字D,7,241,-58.55384615384615,0.3723076923076923,325
プレイランドキャッスル知多東海,パチスロ頭文字D,4,258,-83.62015503875969,0.4302325581395348,258
メガコンコルド春日井,パチスロ頭文字D,3,140,-99.95714285714286,0.35,140
KYORAKU妙音通,パチスロ頭文字D,1,92,-121.06521739130434,0.2934782608695652,92
ZENT名古屋北,パチスロ頭文字D,3,188,-129.70212765957447,0.3191489361702128,188
玉越中川,パチスロ頭文字D,1,49,-222.0204081632653,0.2857142857142857,49
プレイランドキャッスル記念橋南,パチスロ麻雀物語4,3,96,79.25,0.3333333333333333,96
ラッキープラザ弥富,パチスロ麻雀物語4,2,458,9.885371179039302,0.1266375545851528,916
メガコンコルド西尾,パチスロ麻雀物語4,3,122,-41.549180327868854,0.1475409836065573,122
パーラーワールド小牧,パチスロ麻雀物語4,1,105,-55.04761904761905,0.1142857142857142,105
パチンコ立岩,ファミスタ回胴版!!,1,103,142.6990291262136,0.3980582524271844,103
プレイランドキャッスル知多東海,ファミスタ回胴版!!,6,26,61.927536231884055,0.5072463768115942,69
オーギヤ江南,ファミスタ回胴版!!,1,28,28.214285714285715,0.4642857142857143,28
キング観光名張,ファミスタ回胴版!!,4,117,6.230769230769231,0.3846153846153846,117
メガコンコルド西尾,ファミスタ回胴版!!,3,48,-3.7083333333333335,0.4166666666666667,48
キング観光サウザンド栄東新町,ファミスタ回胴版!!,6,217,-6.932126696832579,0.3981900452488687,221
キング観光尾鷲,ファミスタ回胴版!!,5,376,-10.220744680851064,0.300531914893617,376
キング観光サウザンド栄若宮大通,ファミスタ回胴版!!,5,306,-14.486928104575163,0.3562091503267974,306
キング観光新瑞,ファミスタ回胴版!!,1,28,-26.357142857142858,0.3214285714285714,28
プレイランドキャッスルワンダー,ファミスタ回胴版!!,3,203,-27.36996336996337,0.3956043956043956,273
キング観光サウザンド松阪,ファミスタ回胴版!!,2,451,-28.984478935698448,0.2738359201773836,902
メガコンコルドみなと木場インター,ファミスタ回胴版!!,1,20,-30.15,0.4,20
A-FLAG津,ファミスタ回胴版!!,1,432,-35.208333333333336,0.3634259259259259,432
ラッキー1番日進竹の山,ファミスタ回胴版!!,4,338,-36.201183431952664,0.2988165680473373,338
プレイランドキャッスル熱田,ファミスタ回胴版!!,2,64,-36.4375,0.390625,64
M&K岡崎,ファミスタ回胴版!!,2,438,-36.8229854689564,0.3302509907529722,757
プレイランドキャッスル大垣,ファミスタ回胴版!!,4,31,-43.24193548387097,0.3870967741935484,62
キング観光熊野,ファミスタ回胴版!!,1,311,-48.08038585209003,0.2797427652733119,311
リブレ遊援館,ファミスタ回胴版!!,2,106,-54.216981132075475,0.3490566037735849,106
コスモジャパン三谷,ファミスタ回胴版!!,7,398,-56.118090452261306,0.2939698492462311,398
A-FLAG瀬戸,ファミスタ回胴版!!,2,458,-56.25764192139738,0.3689956331877729,458
ZENT岡崎インター,ファミスタ回胴版!!,3,158,-56.40217391304348,0.3840579710144927,276
プレイランドキャッスル大垣,ファミスタ回胴版!!,2,108,-58.63425925925926,0.3842592592592592,216
プレイランドキャッスル上社,ファミスタ回胴版!!,4,432,-63.450943396226414,0.3792452830188679,530
コンコルド岐阜羽島駅前,ファミスタ回胴版!!,1,27,-67.11111111111111,0.3703703703703703,27
キャッスル大金,ファミスタ回胴版!!,2,457,-72.80853391684902,0.3555798687089715,914
キング観光いなべ,ファミスタ回胴版!!,1,161,-76.04347826086956,0.3354037267080745,161
ZENT555,ファミスタ回胴版!!,1,357,-77.35014005602241,0.3781512605042016,357
オータ岡崎,ファミスタ回胴版!!,1,441,-80.17006802721089,0.3469387755102041,441
ZENT稲沢,ファミスタ回胴版!!,1,215,-88.8232558139535,0.413953488372093,215
キング観光鈴鹿インター,ファミスタ回胴版!!,3,448,-88.84821428571429,0.328125,448
キング観光サウザンド桑名サンシパーク,ファミスタ回胴版!!,6,454,-90.49832775919732,0.3511705685618729,598
プレイランドキャッスル小牧,ファミスタ回胴版!!,2,161,-95.51339285714286,0.3392857142857143,224
キング観光サウザンド生桑,ファミスタ回胴版!!,2,141,-99.95035460992908,0.2695035460992908,141
キング観光サウザンド今池2号,ファミスタ回胴版!!,3,293,-101.160409556314,0.378839590443686,293
プレイランドキャッスル知多,ファミスタ回胴版!!,1,88,-101.29545454545456,0.4090909090909091,88
プレイランドキャッスル記念橋南,ファミスタ回胴版!!,3,442,-101.5316742081448,0.3484162895927601,442
ラッキープラザ弥富,ファミスタ回胴版!!,1,458,-103.64410480349343,0.334061135371179,458
プレイランド第一平和,ファミスタ回胴版!!,2,163,-135.02008032128515,0.2088353413654618,249
ラッキープラザ津島,ファミスタ回胴版!!,1,234,-135.4145299145299,0.3803418803418803,234
キング666東海,ファミスタ回胴版!!,4,386,-146.47150259067357,0.3082901554404145,386
