店舗,機種名,Weekday,稼働日数,集計数,平均差枚数,平均回転数,勝率
ZENT住吉,スマスロ 化物語,金曜日,15,60,-366.26666666666665,5972.266666666666,0.38333333333333336
ZENT住吉,スマスロ 北斗の拳 転生の章2,土曜日,11,176,135.0568181818182,5880.971590909091,0.3806818181818182
ZENT住吉,スマスロ 北斗の拳 転生の章2,日曜日,10,160,-100.65,5545.9,0.4125
ZENT住吉,スマスロ 北斗の拳 転生の章2,月曜日,10,160,-406.35625,4123.9,0.3
ZENT住吉,スマスロ 北斗の拳 転生の章2,木曜日,11,176,-202.8465909090909,4073.8863636363635,0.32386363636363635
ZENT住吉,スマスロ 北斗の拳 転生の章2,水曜日,11,176,-465.70454545454544,4168.585227272727,0.3181818181818182
ZENT住吉,スマスロ 北斗の拳 転生の章2,火曜日,10,160,23.4625,3943.5625,0.31875
ZENT住吉,スマスロ 北斗の拳 転生の章2,金曜日,11,176,-350.14772727272725,4692.670454545455,0.3181818181818182
ZENT住吉,スマスロ 攻殻機動隊,土曜日,7,28,-361.4642857142857,7156.285714285715,0.35714285714285715
ZENT住吉,スマスロ 攻殻機動隊,日曜日,6,24,117.875,7626.833333333333,0.5
ZENT住吉,スマスロ 攻殻機動隊,月曜日,6,24,562.875,4982.916666666667,0.375
ZENT住吉,スマスロ 攻殻機動隊,木曜日,7,28,-161.42857142857142,5058.464285714285,0.35714285714285715
ZENT住吉,スマスロ 攻殻機動隊,水曜日,7,28,111.57142857142857,5316.821428571428,0.39285714285714285
ZENT住吉,スマスロ 攻殻機動隊,火曜日,6,24,-500.7083333333333,4994.875,0.4583333333333333
ZENT住吉,スマスロ 攻殻機動隊,金曜日,7,28,-951.6071428571429,5694.928571428572,0.21428571428571427
ZENT住吉,スマスロ 新鬼武者3,土曜日,24,144,-191.75,4322.291666666667,0.3472222222222222
ZENT住吉,スマスロ 新鬼武者3,日曜日,23,138,-637.427536231884,4055.7246376811595,0.3115942028985507
ZENT住吉,スマスロ 新鬼武者3,月曜日,23,138,-181.33333333333334,2933.8333333333335,0.32608695652173914
ZENT住吉,スマスロ 新鬼武者3,木曜日,24,144,-80.13194444444444,2563.722222222222,0.3611111111111111
ZENT住吉,スマスロ 新鬼武者3,水曜日,23,138,-193.5072463768116,2381.1739130434785,0.3115942028985507
ZENT住吉,スマスロ 新鬼武者3,火曜日,23,138,-280.55797101449275,2102.9347826086955,0.26811594202898553
ZENT住吉,スマスロ 新鬼武者3,金曜日,24,144,-406.3611111111111,2829.090277777778,0.2708333333333333
ZENT住吉,スマスロ 東京リベンジャーズ,土曜日,28,360,-122.91944444444445,6275.1305555555555,0.375
ZENT住吉,スマスロ 東京リベンジャーズ,日曜日,27,352,-172.5625,5659.764204545455,0.3465909090909091
ZENT住吉,スマスロ 東京リベンジャーズ,月曜日,27,352,-332.04829545454544,3687.877840909091,0.26988636363636365
ZENT住吉,スマスロ 東京リベンジャーズ,木曜日,28,360,246.59444444444443,3150.7805555555556,0.3638888888888889
ZENT住吉,スマスロ 東京リベンジャーズ,水曜日,27,344,-73.45058139534883,3132.7296511627906,0.28488372093023256
ZENT住吉,スマスロ 東京リベンジャーズ,火曜日,28,368,93.16576086956522,3068.8614130434785,0.28804347826086957
ZENT住吉,スマスロ 東京リベンジャーズ,金曜日,28,360,-168.93333333333334,3713.6111111111113,0.3194444444444444
ZENT住吉,スマスロ 沖ドキ!DUO アンコール,土曜日,13,248,-318.31854838709677,3879.8870967741937,0.36693548387096775
ZENT住吉,スマスロ 沖ドキ!DUO アンコール,日曜日,12,236,32.69915254237288,3543.165254237288,0.4194915254237288
ZENT住吉,スマスロ 沖ドキ!DUO アンコール,月曜日,12,236,19.81779661016949,2095.080508474576,0.3347457627118644
ZENT住吉,スマスロ 沖ドキ!DUO アンコール,木曜日,13,248,30.221774193548388,1865.8225806451612,0.3629032258064516
ZENT住吉,スマスロ 沖ドキ!DUO アンコール,水曜日,13,248,130.0241935483871,1831.9233870967741,0.3548387096774194
ZENT住吉,スマスロ 沖ドキ!DUO アンコール,火曜日,12,231,82.6017316017316,1683.155844155844,0.26406926406926406
ZENT住吉,スマスロ 沖ドキ!DUO アンコール,金曜日,13,248,-70.66129032258064,2018.1935483870968,0.3185483870967742
ZENT住吉,スマスロ 甲鉄城のカバネリ 海門決戦,土曜日,3,36,221.33333333333334,5757.777777777777,0.5
ZENT住吉,スマスロ 甲鉄城のカバネリ 海門決戦,日曜日,2,24,451.0833333333333,5408.625,0.5416666666666666
ZENT住吉,スマスロ 甲鉄城のカバネリ 海門決戦,月曜日,2,24,-860.9583333333334,5664.708333333333,0.375
ZENT住吉,スマスロ 甲鉄城のカバネリ 海門決戦,木曜日,3,36,119.63888888888889,5543.166666666667,0.5555555555555556
ZENT住吉,スマスロ 甲鉄城のカバネリ 海門決戦,水曜日,3,36,-866.7222222222222,5702.916666666667,0.3888888888888889
ZENT住吉,スマスロ 甲鉄城のカバネリ 海門決戦,火曜日,3,36,183.13888888888889,5560.666666666667,0.4166666666666667
ZENT住吉,スマスロ 甲鉄城のカバネリ 海門決戦,金曜日,3,36,-1403.2777777777778,5951.055555555556,0.2222222222222222
ZENT住吉,スマスロ 秘宝伝,土曜日,13,52,-272.5,4389.211538461538,0.34615384615384615
ZENT住吉,スマスロ 秘宝伝,日曜日,12,48,-148.45833333333334,4309.583333333333,0.3333333333333333
ZENT住吉,スマスロ 秘宝伝,月曜日,12,48,154.10416666666666,2599.2916666666665,0.3333333333333333
ZENT住吉,スマスロ 秘宝伝,木曜日,13,52,99.71153846153847,2651.769230769231,0.38461538461538464
ZENT住吉,スマスロ 秘宝伝,水曜日,13,52,-220.6346153846154,2911.923076923077,0.3076923076923077
ZENT住吉,スマスロ 秘宝伝,火曜日,12,48,-88.875,1866.2083333333333,0.20833333333333334
ZENT住吉,スマスロ 秘宝伝,金曜日,13,52,289.75,2987.096153846154,0.4423076923076923
ZENT住吉,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,土曜日,33,55,-490.8181818181818,5201.6,0.3090909090909091
ZENT住吉,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,日曜日,33,55,-489.23636363636365,4782.854545454546,0.34545454545454546
ZENT住吉,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,月曜日,32,53,166.96226415094338,4081.0377358490564,0.4339622641509434
ZENT住吉,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,木曜日,31,51,-128.05882352941177,3303.372549019608,0.3137254901960784
ZENT住吉,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,水曜日,31,52,-69.82692307692308,3579.826923076923,0.3076923076923077
ZENT住吉,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,火曜日,29,47,-375.0,2820.8297872340427,0.2765957446808511
ZENT住吉,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,金曜日,32,53,517.0377358490566,3836.301886792453,0.3018867924528302
ZENT住吉,スマスロ 鬼武者3,土曜日,5,18,-59.05555555555556,2201.4444444444443,0.2777777777777778
ZENT住吉,スマスロ 鬼武者3,日曜日,6,24,-618.125,2870.5416666666665,0.25
ZENT住吉,スマスロ 鬼武者3,月曜日,6,24,-508.625,2010.2083333333333,0.2916666666666667
ZENT住吉,スマスロ 鬼武者3,木曜日,5,18,-244.27777777777777,1239.3333333333333,0.2222222222222222
ZENT住吉,スマスロ 鬼武者3,水曜日,4,16,-374.6875,1783.5,0.25
ZENT住吉,スマスロ 鬼武者3,火曜日,5,18,219.27777777777777,1485.6666666666667,0.4444444444444444
ZENT住吉,スマスロ 鬼武者3,金曜日,5,18,-87.94444444444444,2203.5,0.2222222222222222
ZENT住吉,スマスロスーパーブラックジャック,土曜日,58,218,-387.5642201834862,5173.665137614679,0.38073394495412843
ZENT住吉,スマスロスーパーブラックジャック,日曜日,58,220,-209.70909090909092,4972.727272727273,0.38181818181818183
ZENT住吉,スマスロスーパーブラックジャック,月曜日,57,216,-186.05555555555554,3035.7453703703704,0.30092592592592593
ZENT住吉,スマスロスーパーブラックジャック,木曜日,56,210,-211.60476190476192,2903.9714285714285,0.3142857142857143
ZENT住吉,スマスロスーパーブラックジャック,水曜日,58,218,-355.51376146788994,2821.077981651376,0.26605504587155965
ZENT住吉,スマスロスーパーブラックジャック,火曜日,50,188,-345.59574468085106,2148.313829787234,0.2553191489361702
ZENT住吉,スマスロスーパーブラックジャック,金曜日,58,218,-273.95871559633025,3248.440366972477,0.3165137614678899
ZENT住吉,スマスロニューパルサーBT,土曜日,14,41,-195.09756097560975,3430.560975609756,0.36585365853658536
ZENT住吉,スマスロニューパルサーBT,日曜日,14,41,-346.5609756097561,3296.170731707317,0.2682926829268293
ZENT住吉,スマスロニューパルサーBT,月曜日,13,40,80.275,2824.95,0.45
ZENT住吉,スマスロニューパルサーBT,木曜日,13,37,-81.75675675675676,2291.5135135135133,0.4594594594594595
ZENT住吉,スマスロニューパルサーBT,水曜日,14,41,-56.46341463414634,2067.5853658536585,0.3170731707317073
ZENT住吉,スマスロニューパルサーBT,火曜日,11,32,-38.65625,2182.84375,0.40625
ZENT住吉,スマスロニューパルサーBT,金曜日,13,37,-61.567567567567565,3047.7027027027025,0.43243243243243246
ZENT住吉,スマスロネオプラネット,土曜日,12,36,-632.3611111111111,3364.1666666666665,0.3055555555555556
ZENT住吉,スマスロネオプラネット,日曜日,12,36,47.083333333333336,3447.1666666666665,0.3333333333333333
ZENT住吉,スマスロネオプラネット,月曜日,12,36,-304.1388888888889,2277.8888888888887,0.3611111111111111
ZENT住吉,スマスロネオプラネット,木曜日,12,36,-319.75,2500.972222222222,0.25
ZENT住吉,スマスロネオプラネット,水曜日,12,36,65.38888888888889,2308.75,0.3333333333333333
ZENT住吉,スマスロネオプラネット,火曜日,11,35,-413.8285714285714,1432.857142857143,0.14285714285714285
ZENT住吉,スマスロネオプラネット,金曜日,12,36,21.833333333333332,1896.0,0.3888888888888889
ZENT住吉,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,土曜日,67,134,-379.089552238806,4155.179104477612,0.31343283582089554
ZENT住吉,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,日曜日,68,136,-5.0661764705882355,3517.029411764706,0.36764705882352944
ZENT住吉,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,月曜日,67,134,-194.69402985074626,2416.231343283582,0.31343283582089554
ZENT住吉,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,木曜日,65,130,-76.76923076923077,1845.623076923077,0.3076923076923077
ZENT住吉,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,水曜日,64,128,-32.3515625,1886.90625,0.296875
ZENT住吉,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,火曜日,58,116,-26.939655172413794,1733.8189655172414,0.2413793103448276
ZENT住吉,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,金曜日,67,134,-218.90298507462686,2594.805970149254,0.291044776119403
ZENT住吉,スマスロモンキーターンV,土曜日,67,1072,-255.62313432835822,6281.901119402985,0.34794776119402987
ZENT住吉,スマスロモンキーターンV,日曜日,68,1088,-155.28768382352942,5876.967830882353,0.359375
ZENT住吉,スマスロモンキーターンV,月曜日,67,1072,-105.69869402985074,3806.52052238806,0.310634328358209
ZENT住吉,スマスロモンキーターンV,木曜日,65,1040,-45.74519230769231,3221.4778846153845,0.3384615384615385
ZENT住吉,スマスロモンキーターンV,水曜日,64,1024,131.4443359375,3270.6103515625,0.361328125
ZENT住吉,スマスロモンキーターンV,火曜日,58,928,22.63362068965517,3036.770474137931,0.33189655172413796
ZENT住吉,スマスロモンキーターンV,金曜日,67,1072,28.465485074626866,4284.777052238806,0.36380597014925375
ZENT住吉,スマスロ北斗の拳,土曜日,67,1100,-133.86545454545455,4060.822727272727,0.38181818181818183
ZENT住吉,スマスロ北斗の拳,日曜日,68,1140,-179.2219298245614,3706.354385964912,0.3368421052631579
ZENT住吉,スマスロ北斗の拳,月曜日,67,1124,-20.452846975088967,2267.970640569395,0.3638790035587189
ZENT住吉,スマスロ北斗の拳,木曜日,65,1076,-61.30855018587361,1857.0557620817845,0.37732342007434944
ZENT住吉,スマスロ北斗の拳,水曜日,64,1040,-42.097115384615385,1949.4826923076923,0.35865384615384616
ZENT住吉,スマスロ北斗の拳,火曜日,58,924,-42.36471861471861,1747.547619047619,0.3398268398268398
ZENT住吉,スマスロ北斗の拳,金曜日,67,1108,-77.54332129963899,2422.833032490975,0.37184115523465705
ZENT住吉,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,土曜日,67,114,-334.1929824561403,3581.745614035088,0.2631578947368421
ZENT住吉,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,日曜日,68,119,-506.00840336134456,3439.09243697479,0.2689075630252101
ZENT住吉,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,月曜日,67,118,-429.1694915254237,2046.7966101694915,0.2288135593220339
ZENT住吉,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,木曜日,65,112,-69.89285714285714,2139.5,0.39285714285714285
ZENT住吉,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,水曜日,64,104,226.92307692307693,2220.8173076923076,0.46153846153846156
ZENT住吉,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,火曜日,58,97,-325.58762886597935,1710.3917525773195,0.24742268041237114
ZENT住吉,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,金曜日,67,115,-115.97391304347826,2575.4086956521737,0.391304347826087
ZENT住吉,スマスロ鉄拳6,土曜日,11,44,26.977272727272727,4742.5,0.45454545454545453
ZENT住吉,スマスロ鉄拳6,日曜日,10,40,-1408.875,5031.875,0.225
ZENT住吉,スマスロ鉄拳6,月曜日,10,40,-204.4,3020.625,0.425
ZENT住吉,スマスロ鉄拳6,木曜日,11,44,-587.9772727272727,2926.090909090909,0.3181818181818182
ZENT住吉,スマスロ鉄拳6,水曜日,11,44,125.22727272727273,3397.4545454545455,0.36363636363636365
ZENT住吉,スマスロ鉄拳6,火曜日,10,40,-723.5,3063.95,0.275
ZENT住吉,スマスロ鉄拳6,金曜日,11,44,-666.4545454545455,3594.1363636363635,0.29545454545454547
ZENT住吉,スマスロ頭文字D 2nd,土曜日,29,42,-244.73809523809524,5766.571428571428,0.42857142857142855
ZENT住吉,スマスロ頭文字D 2nd,日曜日,31,45,282.8222222222222,5607.155555555555,0.5555555555555556
ZENT住吉,スマスロ頭文字D 2nd,月曜日,31,45,-354.8,3069.911111111111,0.28888888888888886
ZENT住吉,スマスロ頭文字D 2nd,木曜日,28,41,-334.0,1927.6829268292684,0.34146341463414637
ZENT住吉,スマスロ頭文字D 2nd,水曜日,28,38,-110.28947368421052,2368.9736842105262,0.34210526315789475
ZENT住吉,スマスロ頭文字D 2nd,火曜日,23,34,130.3235294117647,2444.705882352941,0.4411764705882353
ZENT住吉,スマスロ頭文字D 2nd,金曜日,29,42,154.07142857142858,3528.3333333333335,0.47619047619047616
ZENT住吉,スロット Re:ゼロから始める異世界生活 season2,土曜日,18,110,154.84545454545454,3690.7545454545457,0.4090909090909091
ZENT住吉,スロット Re:ゼロから始める異世界生活 season2,日曜日,19,122,-256.3032786885246,3872.745901639344,0.2786885245901639
ZENT住吉,スロット Re:ゼロから始める異世界生活 season2,月曜日,19,122,-123.31967213114754,1966.4918032786886,0.29508196721311475
ZENT住吉,スロット Re:ゼロから始める異世界生活 season2,木曜日,18,110,-172.3272727272727,1755.5727272727272,0.2727272727272727
ZENT住吉,スロット Re:ゼロから始める異世界生活 season2,水曜日,15,82,-286.7560975609756,2030.5975609756097,0.24390243902439024
ZENT住吉,スロット Re:ゼロから始める異世界生活 season2,火曜日,14,96,-357.1041666666667,1505.8333333333333,0.19791666666666666
ZENT住吉,スロット Re:ゼロから始める異世界生活 season2,金曜日,18,110,-436.95454545454544,3072.827272727273,0.2636363636363636
ZENT住吉,スロット ゾンビランドサガ,土曜日,34,47,-620.8510638297872,3257.255319148936,0.2978723404255319
ZENT住吉,スロット ゾンビランドサガ,日曜日,36,50,-406.78,2978.52,0.3
ZENT住吉,スロット ゾンビランドサガ,月曜日,36,50,101.76,1768.82,0.34
ZENT住吉,スロット ゾンビランドサガ,木曜日,32,45,-436.0444444444444,1468.6222222222223,0.2
ZENT住吉,スロット ゾンビランドサガ,水曜日,32,42,-38.38095238095238,1634.7857142857142,0.2857142857142857
ZENT住吉,スロット ゾンビランドサガ,火曜日,26,37,41.91891891891892,1325.3513513513512,0.43243243243243246
ZENT住吉,スロット ゾンビランドサガ,金曜日,34,47,-426.5531914893617,2181.553191489362,0.2127659574468085
ZENT住吉,チバリヨ2,土曜日,67,890,-248.85393258426967,2842.708988764045,0.2842696629213483
ZENT住吉,チバリヨ2,日曜日,68,918,-546.8246187363834,3135.50871459695,0.2777777777777778
ZENT住吉,チバリヨ2,月曜日,67,906,-76.73289183222958,1654.9083885209714,0.25275938189845476
ZENT住吉,チバリヨ2,木曜日,65,860,-290.4976744186047,1115.2697674418605,0.19534883720930232
ZENT住吉,チバリヨ2,水曜日,64,842,82.19121140142518,1170.8206650831353,0.23040380047505937
ZENT住吉,チバリヨ2,火曜日,58,756,-165.17989417989418,1174.021164021164,0.1984126984126984
ZENT住吉,チバリヨ2,金曜日,67,896,-142.11941964285714,1276.7857142857142,0.21651785714285715
ZENT住吉,チバリヨ2プラス,土曜日,18,108,128.5648148148148,2917.6666666666665,0.37962962962962965
ZENT住吉,チバリヨ2プラス,日曜日,19,114,230.21052631578948,2762.5175438596493,0.3508771929824561
ZENT住吉,チバリヨ2プラス,月曜日,19,114,-524.2631578947369,1343.0,0.20175438596491227
ZENT住吉,チバリヨ2プラス,木曜日,17,102,-231.2450980392157,976.0686274509804,0.23529411764705882
ZENT住吉,チバリヨ2プラス,水曜日,17,102,-10.303921568627452,973.2549019607843,0.22549019607843138
ZENT住吉,チバリヨ2プラス,火曜日,13,78,-122.6923076923077,997.8333333333334,0.21794871794871795
ZENT住吉,チバリヨ2プラス,金曜日,19,114,-49.824561403508774,1184.280701754386,0.21052631578947367
ZENT住吉,ドラゴンハナハナ〜閃光〜-30,土曜日,67,1560,-101.48846153846154,6579.925,0.41923076923076924
ZENT住吉,ドラゴンハナハナ〜閃光〜-30,日曜日,68,1584,-103.05997474747475,6159.123737373738,0.4027777777777778
ZENT住吉,ドラゴンハナハナ〜閃光〜-30,月曜日,67,1560,-27.249358974358973,4199.580128205128,0.37756410256410255
ZENT住吉,ドラゴンハナハナ〜閃光〜-30,木曜日,65,1512,-95.05621693121694,3666.2929894179892,0.3445767195767196
ZENT住吉,ドラゴンハナハナ〜閃光〜-30,水曜日,64,1488,-2.601478494623656,3889.7647849462364,0.37298387096774194
ZENT住吉,ドラゴンハナハナ〜閃光〜-30,火曜日,58,1344,-24.736607142857142,3729.9099702380954,0.34226190476190477
ZENT住吉,ドラゴンハナハナ〜閃光〜-30,金曜日,67,1560,-14.639102564102565,4620.180769230769,0.3967948717948718
ZENT住吉,ニューキングハナハナV-30,土曜日,11,264,-117.1590909090909,7210.795454545455,0.4090909090909091
ZENT住吉,ニューキングハナハナV-30,日曜日,10,240,-254.075,6486.675,0.37916666666666665
ZENT住吉,ニューキングハナハナV-30,月曜日,10,240,-146.8875,4587.166666666667,0.3458333333333333
ZENT住吉,ニューキングハナハナV-30,木曜日,11,264,-43.916666666666664,4507.897727272727,0.3939393939393939
ZENT住吉,ニューキングハナハナV-30,水曜日,11,264,-145.4090909090909,4726.75,0.4393939393939394
ZENT住吉,ニューキングハナハナV-30,火曜日,10,240,25.495833333333334,4581.954166666666,0.37083333333333335
ZENT住吉,ニューキングハナハナV-30,金曜日,11,264,-143.36742424242425,5457.125,0.38636363636363635
ZENT住吉,ニューパルサーSP4 with 太鼓の達人,土曜日,67,268,20.242537313432837,5032.067164179104,0.48880597014925375
ZENT住吉,ニューパルサーSP4 with 太鼓の達人,日曜日,68,272,-127.62132352941177,4851.551470588235,0.40441176470588236
ZENT住吉,ニューパルサーSP4 with 太鼓の達人,月曜日,67,268,-31.58955223880597,3884.783582089552,0.4552238805970149
ZENT住吉,ニューパルサーSP4 with 太鼓の達人,木曜日,65,260,-116.56923076923077,3491.4,0.4076923076923077
ZENT住吉,ニューパルサーSP4 with 太鼓の達人,水曜日,64,256,-35.6953125,3312.515625,0.44921875
ZENT住吉,ニューパルサーSP4 with 太鼓の達人,火曜日,58,232,-93.71120689655173,2965.668103448276,0.3793103448275862
ZENT住吉,ニューパルサーSP4 with 太鼓の達人,金曜日,67,268,-120.41417910447761,4121.268656716418,0.3880597014925373
ZENT住吉,ネオアイムジャグラーEX,土曜日,24,528,-89.84469696969697,6225.69696969697,0.42992424242424243
ZENT住吉,ネオアイムジャグラーEX,日曜日,23,506,16.887351778656125,5826.446640316206,0.46047430830039526
ZENT住吉,ネオアイムジャグラーEX,月曜日,23,506,-79.16205533596838,4114.855731225296,0.35968379446640314
ZENT住吉,ネオアイムジャグラーEX,木曜日,24,528,-72.04734848484848,3800.9905303030305,0.36363636363636365
ZENT住吉,ネオアイムジャグラーEX,水曜日,23,506,-107.90513833992095,3438.2252964426875,0.3458498023715415
ZENT住吉,ネオアイムジャグラーEX,火曜日,23,506,39.25296442687747,3246.49604743083,0.3675889328063241
ZENT住吉,ネオアイムジャグラーEX,金曜日,24,528,-55.21780303030303,4566.882575757576,0.4147727272727273
ZENT住吉,ハイビリターン-30,土曜日,38,332,-299.0843373493976,3180.8463855421687,0.35240963855421686
ZENT住吉,ハイビリターン-30,日曜日,37,328,-111.5060975609756,3138.484756097561,0.40853658536585363
ZENT住吉,ハイビリターン-30,月曜日,36,316,-78.06645569620254,1810.0506329113923,0.439873417721519
ZENT住吉,ハイビリターン-30,木曜日,37,324,-189.70679012345678,1726.2222222222222,0.39197530864197533
ZENT住吉,ハイビリターン-30,水曜日,36,312,2.516025641025641,1718.7884615384614,0.4519230769230769
ZENT住吉,ハイビリターン-30,火曜日,35,312,-77.97115384615384,1521.2307692307693,0.358974358974359
ZENT住吉,ハイビリターン-30,金曜日,38,332,-178.21385542168676,2069.277108433735,0.3855421686746988
ZENT住吉,バーニングエクスプレス,土曜日,12,20,-124.8,3126.1,0.35
ZENT住吉,バーニングエクスプレス,日曜日,12,20,-375.3,3064.2,0.35
ZENT住吉,バーニングエクスプレス,月曜日,12,20,75.9,1919.15,0.4
ZENT住吉,バーニングエクスプレス,木曜日,12,20,-513.6,1995.15,0.3
ZENT住吉,バーニングエクスプレス,水曜日,12,20,-36.3,1750.85,0.25
ZENT住吉,バーニングエクスプレス,火曜日,11,19,278.7894736842105,1466.842105263158,0.3157894736842105
ZENT住吉,バーニングエクスプレス,金曜日,12,20,-85.7,2086.1,0.3
ZENT住吉,パチスロ かぐや様は告らせたい,土曜日,67,722,-451.93490304709144,4975.049861495845,0.32409972299168976
ZENT住吉,パチスロ かぐや様は告らせたい,日曜日,68,740,-374.1081081081081,4703.306756756757,0.3310810810810811
ZENT住吉,パチスロ かぐや様は告らせたい,月曜日,67,728,-134.74587912087912,3036.995879120879,0.2980769230769231
ZENT住吉,パチスロ かぐや様は告らせたい,木曜日,66,710,-244.77042253521128,2659.318309859155,0.24788732394366197
ZENT住吉,パチスロ かぐや様は告らせたい,水曜日,64,686,-317.1209912536443,2581.2303206997085,0.2478134110787172
ZENT住吉,パチスロ かぐや様は告らせたい,火曜日,58,620,15.97258064516129,2427.3048387096774,0.2870967741935484
ZENT住吉,パチスロ かぐや様は告らせたい,金曜日,68,734,-168.61444141689373,3236.4891008174386,0.29836512261580383
ZENT住吉,パチスロ からくりサーカス,土曜日,67,714,-155.84173669467788,5314.5,0.37675070028011204
ZENT住吉,パチスロ からくりサーカス,日曜日,68,732,-230.06147540983608,4950.419398907104,0.3510928961748634
ZENT住吉,パチスロ からくりサーカス,月曜日,67,720,-79.31527777777778,2841.6,0.3277777777777778
ZENT住吉,パチスロ からくりサーカス,木曜日,66,698,-19.048710601719197,2296.7879656160458,0.3123209169054441
ZENT住吉,パチスロ からくりサーカス,水曜日,64,678,-80.67256637168141,2331.2300884955753,0.30973451327433627
ZENT住吉,パチスロ からくりサーカス,火曜日,58,612,-61.00653594771242,2238.5669934640523,0.28921568627450983
ZENT住吉,パチスロ からくりサーカス,金曜日,68,722,-237.31440443213296,3090.7562326869806,0.29778393351800553
ZENT住吉,パチスロ アイドルマスター ミリオンライブ!,土曜日,10,20,-1187.95,4667.05,0.15
ZENT住吉,パチスロ アイドルマスター ミリオンライブ!,日曜日,10,20,-24.25,4502.75,0.25
ZENT住吉,パチスロ アイドルマスター ミリオンライブ!,月曜日,10,20,8.9,2252.25,0.3
ZENT住吉,パチスロ アイドルマスター ミリオンライブ!,木曜日,8,16,-101.5625,2374.1875,0.25
ZENT住吉,パチスロ アイドルマスター ミリオンライブ!,水曜日,11,22,-310.72727272727275,1957.7272727272727,0.2727272727272727
ZENT住吉,パチスロ アイドルマスター ミリオンライブ!,火曜日,8,16,1110.1875,2465.0625,0.3125
ZENT住吉,パチスロ アイドルマスター ミリオンライブ!,金曜日,9,18,-933.4444444444445,2925.8888888888887,0.2222222222222222
ZENT住吉,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,土曜日,9,9,-46.44444444444444,3778.222222222222,0.4444444444444444
ZENT住吉,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,日曜日,10,10,-93.6,3585.9,0.4
ZENT住吉,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,月曜日,10,10,-261.5,2590.2,0.2
ZENT住吉,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,木曜日,9,9,-66.0,1685.111111111111,0.4444444444444444
ZENT住吉,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,水曜日,6,6,666.5,2451.0,0.6666666666666666
ZENT住吉,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,火曜日,8,8,-123.875,1234.0,0.375
ZENT住吉,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,金曜日,9,9,-397.1111111111111,2504.4444444444443,0.2222222222222222
ZENT住吉,パチスロ バイオハザード RE:2,土曜日,19,19,-535.0526315789474,4698.631578947368,0.3684210526315789
ZENT住吉,パチスロ バイオハザード RE:2,日曜日,21,21,-827.2857142857143,3719.3809523809523,0.19047619047619047
ZENT住吉,パチスロ バイオハザード RE:2,月曜日,21,21,-656.6190476190476,2063.904761904762,0.23809523809523808
ZENT住吉,パチスロ バイオハザード RE:2,木曜日,20,20,722.9,2529.7,0.5
ZENT住吉,パチスロ バイオハザード RE:2,水曜日,17,17,73.41176470588235,2039.0588235294117,0.35294117647058826
ZENT住吉,パチスロ バイオハザード RE:2,火曜日,15,15,-583.8,1539.4666666666667,0.26666666666666666
ZENT住吉,パチスロ バイオハザード RE:2,金曜日,20,20,-618.7,3015.9,0.3
ZENT住吉,パチスロ 新鬼武者2,土曜日,64,64,-499.0625,3759.625,0.328125
ZENT住吉,パチスロ 新鬼武者2,日曜日,66,66,410.6969696969697,3758.6060606060605,0.5
ZENT住吉,パチスロ 新鬼武者2,月曜日,65,65,-150.69230769230768,2750.8,0.2923076923076923
ZENT住吉,パチスロ 新鬼武者2,木曜日,62,62,254.56451612903226,2155.8225806451615,0.43548387096774194
ZENT住吉,パチスロ 新鬼武者2,水曜日,61,61,-162.0327868852459,2371.9508196721313,0.36065573770491804
ZENT住吉,パチスロ 新鬼武者2,火曜日,55,55,-87.36363636363636,1875.1090909090908,0.34545454545454546
ZENT住吉,パチスロ 新鬼武者2,金曜日,64,64,-214.046875,2784.640625,0.359375
ZENT住吉,パチスロ 炎炎ノ消防隊,土曜日,9,18,349.0,3172.6111111111113,0.5555555555555556
